0.0,1.0
27385.0,0.0
9272.0,0.0
14249.0,0.0
7865.0,1.0
7463.0,0.0
25202.0,1.0
17189.0,1.0
25855.0,0.0
32126.0,0.0
29242.0,1.0
113.0,0.0
14685.0,0.0
25906.0,0.0
20142.0,0.0
2222.0,0.0
9766.0,0.0
27298.0,1.0
13539.0,0.0
25300.0,0.0
24018.0,1.0
30632.0,0.0
7973.0,0.0
2539.0,0.0
8373.0,0.0
26180.0,1.0
16658.0,0.0
20453.0,0.0
13485.0,0.0
29339.0,0.0
33177.0,0.0
21318.0,0.0
19567.0,1.0
22682.0,0.0
21920.0,0.0
24396.0,0.0
14566.0,0.0
22556.0,1.0
9184.0,0.0
1167.0,0.0
31272.0,1.0
14698.0,0.0
10021.0,0.0
30532.0,0.0
28833.0,1.0
8708.0,1.0
18529.0,0.0
22639.0,0.0
18383.0,1.0
7470.0,0.0
8377.0,0.0
16158.0,0.0
28302.0,0.0
8401.0,0.0
4234.0,0.0
10598.0,0.0
30196.0,0.0
6827.0,1.0
11169.0,1.0
31131.0,1.0
15266.0,0.0
26289.0,0.0
33062.0,0.0
15380.0,1.0
30120.0,1.0
412.0,0.0
30607.0,0.0
14539.0,0.0
21648.0,0.0
3210.0,0.0
5605.0,0.0
14916.0,0.0
24295.0,0.0
32409.0,1.0
28845.0,0.0
2851.0,0.0
7207.0,0.0
8232.0,0.0
40.0,1.0
28620.0,0.0
16355.0,1.0
9894.0,0.0
30061.0,0.0
2718.0,1.0
16210.0,0.0
1517.0,0.0
30759.0,1.0
19719.0,1.0
30046.0,0.0
15910.0,0.0
20333.0,0.0
26411.0,0.0
31555.0,0.0
15564.0,0.0
3068.0,1.0
20887.0,0.0
27102.0,0.0
11392.0,0.0
23770.0,0.0
24340.0,0.0
6560.0,0.0
4745.0,0.0
12695.0,1.0
2510.0,1.0
18400.0,0.0
30849.0,1.0
7376.0,0.0
8471.0,0.0
5367.0,0.0
5576.0,0.0
5488.0,0.0
32545.0,0.0
28259.0,0.0
27437.0,0.0
8349.0,0.0
6179.0,0.0
26563.0,0.0
25579.0,0.0
14870.0,1.0
32487.0,1.0
13170.0,0.0
11613.0,1.0
28251.0,0.0
4062.0,0.0
6017.0,0.0
24261.0,1.0
16705.0,0.0
16540.0,1.0
32650.0,0.0
9040.0,0.0
12854.0,0.0
15660.0,1.0
20286.0,0.0
13832.0,1.0
1249.0,0.0
1148.0,0.0
32156.0,0.0
14110.0,0.0
14568.0,1.0
6834.0,0.0
14669.0,1.0
7443.0,0.0
1864.0,0.0
